,caseid,Country code and phase,Cluster number,Household number,Respondent's line number ,Ultimate area unit,Women's individual sample weight (6 decimals),Month of interview,Year of interview,Date of interview (CMC),Respondent's month of birth,Respondent's year of birth,Date of birth (CMC),Respondent's current age,Age in 5-year groups,Total children ever born,Sons at home,Daughters at home,Sons elsewhere,Daughters elsewhere,Sons who have died,Daughters who have died
224,6 31  1,ZZ6,6,31,1,6,1802902,6,2015,1386,10,1977,934,37,35-39,5,3,0,1,0,0,1
225,6 31  9,ZZ6,6,31,9,6,1802902,6,2015,1386,3,1996,1155,19,15-19,0,0,0,0,0,0,0
226,7  2  3,ZZ6,7,2,3,7,461394,6,2015,1386,3,1997,1167,18,15-19,1,0,0,0,0,0,1
227,7  2  5,ZZ6,7,2,5,7,461394,6,2015,1386,8,1996,1160,18,15-19,2,0,1,0,0,1,0
228,7  5  3,ZZ6,7,5,3,7,461394,6,2015,1386,11,1997,1175,17,15-19,0,0,0,0,0,0,0
229,7  6  1,ZZ6,7,6,1,7,461394,6,2015,1386,5,1968,821,47,45-49,8,1,1,1,3,0,2
230,7  6  3,ZZ6,7,6,3,7,461394,6,2015,1386,8,1999,1196,15,15-19,0,0,0,0,0,0,0
231,7  6  6,ZZ6,7,6,6,7,461394,6,2015,1386,6,1989,1074,26,25-29,2,2,0,0,0,0,0
232,7  8  2,ZZ6,7,8,2,7,461394,6,2015,1386,1,1968,817,47,45-49,10,1,3,0,0,4,2
233,7  8  5,ZZ6,7,8,5,7,461394,6,2015,1386,4,1993,1120,22,20-24,1,0,1,0,0,0,0
234,7  8  6,ZZ6,7,8,6,7,461394,6,2015,1386,2,1994,1130,21,20-24,1,0,1,0,0,0,0
235,7  8  9,ZZ6,7,8,9,7,461394,6,2015,1386,11,1998,1187,16,15-19,0,0,0,0,0,0,0
236,7 10  2,ZZ6,7,10,2,7,461394,6,2015,1386,2,1980,962,35,35-39,3,2,0,0,0,0,1
237,7 12  2,ZZ6,7,12,2,7,461394,6,2015,1386,5,1980,965,35,35-39,8,2,1,2,0,2,1
238,7 14  2,ZZ6,7,14,2,7,461394,6,2015,1386,8,1982,992,32,30-34,2,1,1,0,0,0,0
239,7 15  2,ZZ6,7,15,2,7,461394,6,2015,1386,3,1970,843,45,45-49,7,3,1,0,0,1,2
240,7 16  2,ZZ6,7,16,2,7,461394,6,2015,1386,5,1967,809,48,45-49,14,0,1,6,1,4,2
241,7 16  4,ZZ6,7,16,4,7,461394,6,2015,1386,2,1990,1082,25,25-29,2,1,1,0,0,0,0
242,7 17  1,ZZ6,7,17,1,7,461394,6,2015,1386,3,1982,987,33,30-34,5,0,3,1,1,0,0
243,7 18  5,ZZ6,7,18,5,7,461394,6,2015,1386,2,1995,1142,20,20-24,1,0,1,0,0,0,0
244,7 18  6,ZZ6,7,18,6,7,461394,6,2015,1386,5,1989,1073,26,25-29,3,1,0,2,0,0,0
245,7 18 10,ZZ6,7,18,10,7,461394,6,2015,1386,4,1993,1120,22,20-24,1,1,0,0,0,0,0
246,7 19  2,ZZ6,7,19,2,7,461394,6,2015,1386,3,1993,1119,22,20-24,3,2,0,0,1,0,0
247,7 21  2,ZZ6,7,21,2,7,461394,6,2015,1386,6,1980,966,35,35-39,2,0,1,0,0,1,0
248,7 21  4,ZZ6,7,21,4,7,461394,6,2015,1386,3,1998,1179,17,15-19,0,0,0,0,0,0,0
249,7 22  2,ZZ6,7,22,2,7,461394,6,2015,1386,11,1990,1091,24,20-24,2,0,2,0,0,0,0
250,7 25  2,ZZ6,7,25,2,7,461394,6,2015,1386,3,1997,1167,18,15-19,2,0,1,0,0,0,1
251,7 25 10,ZZ6,7,25,10,7,461394,6,2015,1386,4,1990,1084,25,25-29,2,0,2,0,0,0,0
252,7 27  2,ZZ6,7,27,2,7,461394,6,2015,1386,3,1976,915,39,35-39,6,0,0,2,0,0,4
253,7 28  2,ZZ6,7,28,2,7,461394,6,2015,1386,5,1990,1085,25,25-29,2,1,0,0,1,0,0
254,7 29  1,ZZ6,7,29,1,7,461394,6,2015,1386,5,1988,1061,27,25-29,2,1,1,0,0,0,0
255,7 30  2,ZZ6,7,30,2,7,461394,6,2015,1386,1,1983,997,32,30-34,7,2,1,1,0,2,1
256,7 31  2,ZZ6,7,31,2,7,461394,6,2015,1386,6,1977,930,38,35-39,2,0,1,1,0,0,0
257,7 31  5,ZZ6,7,31,5,7,461394,6,2015,1386,8,1971,860,43,40-44,8,0,0,2,4,2,0
258,8  1  1,ZZ6,8,1,1,8,805813,8,2015,1388,4,1990,1084,25,25-29,3,1,0,1,0,0,1
259,8  2  2,ZZ6,8,2,2,8,805813,8,2015,1388,7,1968,823,47,45-49,12,0,0,3,0,7,2
260,8  3  2,ZZ6,8,3,2,8,805813,8,2015,1388,3,1993,1119,22,20-24,0,0,0,0,0,0,0
261,8  4  4,ZZ6,8,4,4,8,805813,8,2015,1388,12,1996,1164,18,15-19,1,0,1,0,0,0,0
262,8  4  5,ZZ6,8,4,5,8,805813,8,2015,1388,11,1992,1115,22,20-24,1,0,0,0,0,0,1
263,8  4  6,ZZ6,8,4,6,8,805813,8,2015,1388,7,1995,1147,20,20-24,0,0,0,0,0,0,0
264,8  4  8,ZZ6,8,4,8,8,805813,8,2015,1388,6,1972,870,43,40-44,2,0,0,2,0,0,0
265,8  4 10,ZZ6,8,4,10,8,805813,8,2015,1388,1,1978,937,37,35-39,6,3,2,0,0,0,1
266,8  5  2,ZZ6,8,5,2,8,805813,8,2015,1388,12,1965,792,49,45-49,7,3,1,0,2,1,0
267,8  6  1,ZZ6,8,6,1,8,805813,8,2015,1388,4,1993,1120,22,20-24,1,0,0,0,0,1,0
268,8  7  3,ZZ6,8,7,3,8,805813,8,2015,1388,6,1982,990,33,30-34,5,2,3,0,0,0,0
269,8  7  6,ZZ6,8,7,6,8,805813,8,2015,1388,6,2000,1206,15,15-19,0,0,0,0,0,0,0
270,8  8  2,ZZ6,8,8,2,8,805813,8,2015,1388,3,1981,975,34,30-34,4,1,1,1,0,1,0
271,8  8  5,ZZ6,8,8,5,8,805813,8,2015,1388,4,1997,1168,18,15-19,0,0,0,0,0,0,0
272,8  9  1,ZZ6,8,9,1,8,805813,8,2015,1388,1,1992,1105,23,20-24,2,0,1,1,0,0,0
273,8 10  2,ZZ6,8,10,2,8,805813,8,2015,1388,7,1970,847,45,45-49,7,1,2,3,0,0,1
274,8 10  3,ZZ6,8,10,3,8,805813,8,2015,1388,5,1997,1169,18,15-19,0,0,0,0,0,0,0
275,8 10  4,ZZ6,8,10,4,8,805813,8,2015,1388,3,1999,1191,16,15-19,0,0,0,0,0,0,0
276,8 11  4,ZZ6,8,11,4,8,805813,8,2015,1388,5,1998,1181,17,15-19,2,1,0,0,1,0,0
277,8 11  5,ZZ6,8,11,5,8,805813,8,2015,1388,6,1990,1086,25,25-29,1,0,1,0,0,0,0
278,8 13  1,ZZ6,8,13,1,8,805813,8,2015,1388,4,1986,1036,29,25-29,4,2,0,0,1,0,1
279,8 14  1,ZZ6,8,14,1,8,805813,8,2015,1388,6,1984,1014,31,30-34,5,1,3,0,0,1,0
280,8 14  8,ZZ6,8,14,8,8,805813,8,2015,1388,6,1984,1014,31,30-34,3,0,2,1,0,0,0
281,8 14 11,ZZ6,8,14,11,8,805813,8,2015,1388,7,1996,1159,19,15-19,1,0,1,0,0,0,0
282,8 15  2,ZZ6,8,15,2,8,805813,8,2015,1388,5,1975,905,40,40-44,6,0,1,2,1,2,0
283,8 15  4,ZZ6,8,15,4,8,805813,8,2015,1388,4,1988,1060,27,25-29,2,0,1,0,1,0,0
284,8 16  1,ZZ6,8,16,1,8,805813,8,2015,1388,8,1985,1028,30,30-34,3,1,0,1,0,0,1
285,8 17  1,ZZ6,8,17,1,8,805813,8,2015,1388,5,1986,1037,29,25-29,4,2,1,0,0,1,0
286,8 17  5,ZZ6,8,17,5,8,805813,8,2015,1388,1,1991,1093,24,20-24,1,0,0,0,0,1,0
287,8 18  2,ZZ6,8,18,2,8,805813,8,2015,1388,1,1987,1045,28,25-29,3,2,0,0,0,1,0
288,8 19  2,ZZ6,8,19,2,8,805813,8,2015,1388,3,1997,1167,18,15-19,0,0,0,0,0,0,0
289,8 20  2,ZZ6,8,20,2,8,805813,8,2015,1388,5,1994,1133,21,20-24,2,0,1,0,1,0,0
290,8 22  2,ZZ6,8,22,2,8,805813,8,2015,1388,4,1977,928,38,35-39,7,3,1,1,1,0,1
291,8 22  4,ZZ6,8,22,4,8,805813,8,2015,1388,4,1995,1144,20,20-24,3,0,1,0,0,1,1
292,8 24  3,ZZ6,8,24,3,8,805813,8,2015,1388,3,1993,1119,22,20-24,0,0,0,0,0,0,0
293,8 24  7,ZZ6,8,24,7,8,805813,8,2015,1388,1,1985,1021,30,30-34,3,0,0,0,0,3,0
294,8 27  1,ZZ6,8,27,1,8,805813,8,2015,1388,1,1974,889,41,40-44,3,0,0,1,0,1,1
295,8 27  4,ZZ6,8,27,4,8,805813,8,2015,1388,5,1990,1085,25,25-29,0,0,0,0,0,0,0
296,8 28  1,ZZ6,8,28,1,8,805813,8,2015,1388,3,1991,1095,24,20-24,3,0,1,0,0,0,2
297,8 28  3,ZZ6,8,28,3,8,805813,8,2015,1388,5,2000,1205,15,15-19,0,0,0,0,0,0,0
298,8 29  1,ZZ6,8,29,1,8,805813,8,2015,1388,1,1974,889,41,40-44,5,0,1,1,3,0,0
299,8 29  3,ZZ6,8,29,3,8,805813,8,2015,1388,4,1993,1120,22,20-24,2,2,0,0,0,0,0
300,8 29  4,ZZ6,8,29,4,8,805813,8,2015,1388,8,2000,1208,15,15-19,0,0,0,0,0,0,0
301,8 30  2,ZZ6,8,30,2,8,805813,8,2015,1388,8,1986,1040,29,25-29,4,0,2,1,1,0,0
302,8 30  6,ZZ6,8,30,6,8,805813,8,2015,1388,3,2000,1203,15,15-19,0,0,0,0,0,0,0
303,9  1  2,ZZ6,9,1,2,9,1819959,9,2015,1389,3,1995,1143,20,20-24,1,1,0,0,0,0,0
304,9  1  6,ZZ6,9,1,6,9,1819959,9,2015,1389,6,1985,1026,30,30-34,5,1,3,1,0,0,0
305,9  1 12,ZZ6,9,1,12,9,1819959,9,2015,1389,4,1990,1084,25,25-29,4,2,1,1,0,0,0
306,9  1 15,ZZ6,9,1,15,9,1819959,9,2015,1389,7,1966,799,49,45-49,3,0,0,1,0,1,1
307,9  1 16,ZZ6,9,1,16,9,1819959,9,2015,1389,1,1970,841,45,45-49,7,2,0,1,1,2,1
308,9  1 17,ZZ6,9,1,17,9,1819959,9,2015,1389,2,1970,842,45,45-49,4,0,2,0,0,2,0
309,9  2  2,ZZ6,9,2,2,9,1819959,9,2015,1389,5,1993,1121,22,20-24,1,0,1,0,0,0,0
310,9  4  2,ZZ6,9,4,2,9,1819959,9,2015,1389,9,1986,1041,29,25-29,2,1,1,0,0,0,0
311,9  4  8,ZZ6,9,4,8,9,1819959,9,2015,1389,3,1985,1023,30,30-34,1,0,1,0,0,0,0
312,9  5  3,ZZ6,9,5,3,9,1819959,9,2015,1389,7,1991,1099,24,20-24,0,0,0,0,0,0,0
313,9  6  1,ZZ6,9,6,1,9,1819959,9,2015,1389,5,1968,821,47,45-49,4,0,1,2,1,0,0
314,9  6  7,ZZ6,9,6,7,9,1819959,9,2015,1389,9,1988,1065,27,25-29,3,2,1,0,0,0,0
315,9  8  2,ZZ6,9,8,2,9,1819959,9,2015,1389,5,1976,917,39,35-39,5,2,1,0,1,0,1
316,9  8  3,ZZ6,9,8,3,9,1819959,9,2015,1389,4,1971,856,44,40-44,7,1,2,3,0,1,0
317,9 10  2,ZZ6,9,10,2,9,1819959,9,2015,1389,4,1992,1108,23,20-24,1,1,0,0,0,0,0
318,9 11  2,ZZ6,9,11,2,9,1819959,9,2015,1389,7,1985,1027,30,30-34,5,2,2,0,0,1,0
319,9 11 10,ZZ6,9,11,10,9,1819959,9,2015,1389,6,1981,978,34,30-34,5,3,1,1,0,0,0
320,9 12  3,ZZ6,9,12,3,9,1819959,9,2015,1389,6,1972,870,43,40-44,6,2,1,1,1,0,1
321,9 12 14,ZZ6,9,12,14,9,1819959,9,2015,1389,1,1998,1177,17,15-19,0,0,0,0,0,0,0
322,9 12 19,ZZ6,9,12,19,9,1819959,9,2015,1389,6,1981,978,34,30-34,2,0,0,2,0,0,0
323,9 14  2,ZZ6,9,14,2,9,1819959,9,2015,1389,5,1985,1025,30,30-34,3,3,0,0,0,0,0
324,9 17  2,ZZ6,9,17,2,9,1819959,9,2015,1389,2,1984,1010,31,30-34,4,1,3,0,0,0,0
325,9 18  2,ZZ6,9,18,2,9,1819959,9,2015,1389,4,1985,1024,30,30-34,5,1,2,0,2,0,0
326,9 19  2,ZZ6,9,19,2,9,1819959,9,2015,1389,5,1989,1073,26,25-29,2,0,1,0,1,0,0
327,9 20  3,ZZ6,9,20,3,9,1819959,9,2015,1389,2,1969,830,46,45-49,10,2,1,3,3,1,0
328,9 21  1,ZZ6,9,21,1,9,1819959,9,2015,1389,2,1970,842,45,45-49,8,2,1,0,2,1,2
329,9 22  2,ZZ6,9,22,2,9,1819959,9,2015,1389,5,1967,809,48,45-49,5,1,0,2,0,2,0
330,9 24  2,ZZ6,9,24,2,9,1819959,9,2015,1389,1,2000,1201,15,15-19,0,0,0,0,0,0,0
331,9 24  5,ZZ6,9,24,5,9,1819959,9,2015,1389,8,1985,1028,30,30-34,2,1,0,0,0,1,0
332,9 25  2,ZZ6,9,25,2,9,1819959,9,2015,1389,2,1985,1022,30,30-34,2,0,2,0,0,0,0
333,9 26  2,ZZ6,9,26,2,9,1819959,9,2015,1389,3,1984,1011,31,30-34,1,0,0,1,0,0,0
334,9 28  2,ZZ6,9,28,2,9,1819959,9,2015,1389,9,1987,1053,28,25-29,3,2,1,0,0,0,0
335,9 28  3,ZZ6,9,28,3,9,1819959,9,2015,1389,6,1986,1038,29,25-29,5,4,0,0,1,0,0
336,9 30  6,ZZ6,9,30,6,9,1819959,9,2015,1389,5,1977,929,38,35-39,3,2,1,0,0,0,0
337,9 31  1,ZZ6,9,31,1,9,1819959,9,2015,1389,6,1989,1074,26,25-29,4,2,1,0,0,1,0
338,10  1  2,ZZ6,10,1,2,10,676140,7,2015,1387,3,1985,1023,30,30-34,2,1,1,0,0,0,0
339,10  3  2,ZZ6,10,3,2,10,676140,7,2015,1387,9,1993,1125,21,20-24,2,0,2,0,0,0,0
340,10  4  3,ZZ6,10,4,3,10,676140,7,2015,1387,6,1981,978,34,30-34,3,2,1,0,0,0,0
341,10  5  3,ZZ6,10,5,3,10,676140,7,2015,1387,7,1990,1087,25,25-29,5,0,2,1,0,2,0
342,10  6  2,ZZ6,10,6,2,10,676140,7,2015,1387,3,1998,1179,17,15-19,0,0,0,0,0,0,0
343,10  7  2,ZZ6,10,7,2,10,676140,7,2015,1387,2,1995,1142,20,20-24,0,0,0,0,0,0,0
344,10  8  2,ZZ6,10,8,2,10,676140,7,2015,1387,6,1985,1026,30,30-34,6,1,3,0,0,1,1
345,10 11  2,ZZ6,10,11,2,10,676140,7,2015,1387,4,1967,808,48,45-49,3,0,0,2,1,0,0
346,10 12  2,ZZ6,10,12,2,10,676140,7,2015,1387,4,1995,1144,20,20-24,1,1,0,0,0,0,0
347,10 19  6,ZZ6,10,19,6,10,676140,7,2015,1387,3,1970,843,45,45-49,3,0,0,2,1,0,0
348,10 22  1,ZZ6,10,22,1,10,676140,7,2015,1387,10,1979,958,35,35-39,4,2,2,0,0,0,0
349,10 22  4,ZZ6,10,22,4,10,676140,7,2015,1387,7,2000,1207,15,15-19,0,0,0,0,0,0,0
350,10 23  4,ZZ6,10,23,4,10,676140,7,2015,1387,6,1999,1194,16,15-19,0,0,0,0,0,0,0
351,10 24  2,ZZ6,10,24,2,10,676140,7,2015,1387,3,1985,1023,30,30-34,3,3,0,0,0,0,0
352,10 25  1,ZZ6,10,25,1,10,676140,7,2015,1387,3,1970,843,45,45-49,5,2,1,1,0,1,0
353,10 25  3,ZZ6,10,25,3,10,676140,7,2015,1387,4,1997,1168,18,15-19,0,0,0,0,0,0,0
354,10 27  2,ZZ6,10,27,2,10,676140,7,2015,1387,6,1985,1026,30,30-34,5,0,2,1,2,0,0
355,10 28  2,ZZ6,10,28,2,10,676140,7,2015,1387,4,1990,1084,25,25-29,1,0,1,0,0,0,0
356,10 30  2,ZZ6,10,30,2,10,676140,7,2015,1387,3,1999,1191,16,15-19,0,0,0,0,0,0,0
357,10 31  2,ZZ6,10,31,2,10,676140,7,2015,1387,7,1978,943,37,35-39,3,2,1,0,0,0,0
358,11  1  2,ZZ6,11,1,2,11,763517,7,2015,1387,4,1977,928,38,35-39,5,2,1,0,0,1,1
359,11  2  2,ZZ6,11,2,2,11,763517,7,2015,1387,3,1974,891,41,40-44,9,0,1,0,2,3,3
360,11  3  2,ZZ6,11,3,2,11,763517,7,2015,1387,4,1980,964,35,35-39,8,2,1,2,2,1,0
361,11  4  2,ZZ6,11,4,2,11,763517,7,2015,1387,4,1991,1096,24,20-24,3,0,2,0,1,0,0
362,11  5  1,ZZ6,11,5,1,11,763517,7,2015,1387,4,1980,964,35,35-39,1,0,0,1,0,0,0
363,11  5  4,ZZ6,11,5,4,11,763517,7,2015,1387,5,1995,1145,20,20-24,1,0,1,0,0,0,0
364,11  6  1,ZZ6,11,6,1,11,763517,7,2015,1387,7,1967,811,48,45-49,5,1,1,1,2,0,0
365,11  6  2,ZZ6,11,6,2,11,763517,7,2015,1387,12,1993,1128,21,20-24,3,1,0,0,0,2,0
366,11  7  2,ZZ6,11,7,2,11,763517,7,2015,1387,4,1985,1024,30,30-34,5,0,2,0,0,3,0
367,11 11  2,ZZ6,11,11,2,11,763517,7,2015,1387,5,1975,905,40,40-44,2,1,1,0,0,0,0
368,11 13  3,ZZ6,11,13,3,11,763517,7,2015,1387,9,1984,1017,30,30-34,1,1,0,0,0,0,0
369,11 14  1,ZZ6,11,14,1,11,763517,7,2015,1387,10,1984,1018,30,30-34,5,3,1,0,1,0,0
370,11 15  2,ZZ6,11,15,2,11,763517,7,2015,1387,4,1985,1024,30,30-34,4,1,1,0,1,1,0
371,11 17  1,ZZ6,11,17,1,11,763517,7,2015,1387,2,1973,878,42,40-44,4,2,0,1,0,0,1
372,11 17  2,ZZ6,11,17,2,11,763517,7,2015,1387,5,1985,1025,30,30-34,2,1,1,0,0,0,0
373,11 18  2,ZZ6,11,18,2,11,763517,7,2015,1387,5,1976,917,39,35-39,5,0,0,0,3,1,1
374,11 19  2,ZZ6,11,19,2,11,763517,7,2015,1387,1,1966,793,49,45-49,5,0,0,2,1,2,0
375,11 20  2,ZZ6,11,20,2,11,763517,7,2015,1387,12,1987,1056,27,25-29,3,0,0,1,2,0,0
376,11 21  1,ZZ6,11,21,1,11,763517,7,2015,1387,10,1984,1018,30,30-34,4,1,1,1,0,1,0
377,11 22  2,ZZ6,11,22,2,11,763517,7,2015,1387,3,1987,1047,28,25-29,4,0,0,0,1,1,2
378,11 23  1,ZZ6,11,23,1,11,763517,7,2015,1387,7,1985,1027,30,30-34,5,1,1,1,2,0,0
379,11 24  2,ZZ6,11,24,2,11,763517,7,2015,1387,2,1982,986,33,30-34,7,0,1,2,1,1,2
380,11 25  4,ZZ6,11,25,4,11,763517,7,2015,1387,4,1985,1024,30,30-34,3,0,0,0,1,2,0
381,11 26  2,ZZ6,11,26,2,11,763517,7,2015,1387,5,1994,1133,21,20-24,5,2,1,0,0,1,1
382,11 27  2,ZZ6,11,27,2,11,763517,7,2015,1387,4,1985,1024,30,30-34,9,2,0,1,4,1,1
383,11 28  2,ZZ6,11,28,2,11,763517,7,2015,1387,2,1967,806,48,45-49,4,0,3,1,0,0,0
384,11 28  3,ZZ6,11,28,3,11,763517,7,2015,1387,11,1980,971,34,30-34,3,0,1,1,0,0,1
385,11 29  1,ZZ6,11,29,1,11,763517,7,2015,1387,4,1980,964,35,35-39,7,1,1,0,2,2,1
386,11 29  4,ZZ6,11,29,4,11,763517,7,2015,1387,6,1995,1146,20,20-24,1,0,0,0,1,0,0
387,11 30  2,ZZ6,11,30,2,11,763517,7,2015,1387,6,1970,846,45,45-49,4,2,1,0,0,1,0
388,12  1  2,ZZ6,12,1,2,12,3284322,6,2015,1386,1,1971,853,44,40-44,7,1,1,0,0,2,3
389,12  2  2,ZZ6,12,2,2,12,3284322,6,2015,1386,1,1987,1045,28,25-29,0,0,0,0,0,0,0
390,12  2  6,ZZ6,12,2,6,12,3284322,6,2015,1386,2,1977,926,38,35-39,3,1,0,0,1,1,0
391,12  3  2,ZZ6,12,3,2,12,3284322,6,2015,1386,3,1972,867,43,40-44,1,1,0,0,0,0,0
392,12  3  9,ZZ6,12,3,9,12,3284322,6,2015,1386,4,1997,1168,18,15-19,0,0,0,0,0,0,0
393,12  3 10,ZZ6,12,3,10,12,3284322,6,2015,1386,4,1992,1108,23,20-24,1,0,0,0,1,0,0
394,12  4  2,ZZ6,12,4,2,12,3284322,6,2015,1386,6,1980,966,35,35-39,3,2,1,0,0,0,0
395,12  6  2,ZZ6,12,6,2,12,3284322,6,2015,1386,10,1990,1090,24,20-24,2,1,1,0,0,0,0
396,12  7  2,ZZ6,12,7,2,12,3284322,6,2015,1386,9,1972,873,42,40-44,4,1,2,0,0,0,1
397,12  7  3,ZZ6,12,7,3,12,3284322,6,2015,1386,10,1996,1162,18,15-19,0,0,0,0,0,0,0
398,12  7  6,ZZ6,12,7,6,12,3284322,6,2015,1386,2,1978,938,37,35-39,2,0,0,1,1,0,0
399,12  7  7,ZZ6,12,7,7,12,3284322,6,2015,1386,5,1988,1061,27,25-29,5,0,3,0,0,0,2
400,12  9  2,ZZ6,12,9,2,12,3284322,6,2015,1386,12,1985,1032,29,25-29,5,2,3,0,0,0,0
401,12  9  3,ZZ6,12,9,3,12,3284322,6,2015,1386,7,1997,1171,17,15-19,0,0,0,0,0,0,0
402,12 10  2,ZZ6,12,10,2,12,3284322,6,2015,1386,7,1992,1111,22,20-24,2,1,1,0,0,0,0
403,12 11  2,ZZ6,12,11,2,12,3284322,6,2015,1386,6,1991,1098,24,20-24,5,1,2,1,1,0,0
404,12 12  1,ZZ6,12,12,1,12,3284322,6,2015,1386,5,1970,845,45,45-49,6,0,1,2,0,2,1
405,12 12  2,ZZ6,12,12,2,12,3284322,6,2015,1386,7,1995,1147,19,15-19,1,1,0,0,0,0,0
406,12 13  2,ZZ6,12,13,2,12,3284322,6,2015,1386,6,1987,1050,28,25-29,0,0,0,0,0,0,0
407,12 13  3,ZZ6,12,13,3,12,3284322,6,2015,1386,6,1995,1146,20,20-24,0,0,0,0,0,0,0
408,12 13  4,ZZ6,12,13,4,12,3284322,6,2015,1386,4,2000,1204,15,15-19,0,0,0,0,0,0,0
409,12 14  2,ZZ6,12,14,2,12,3284322,6,2015,1386,12,1979,960,35,35-39,5,2,3,0,0,0,0
410,12 14  3,ZZ6,12,14,3,12,3284322,6,2015,1386,11,1992,1115,22,20-24,1,0,0,1,0,0,0
411,12 14  4,ZZ6,12,14,4,12,3284322,6,2015,1386,11,1994,1139,20,20-24,0,0,0,0,0,0,0
412,12 14  5,ZZ6,12,14,5,12,3284322,6,2015,1386,1,1994,1129,21,20-24,0,0,0,0,0,0,0
413,12 15  2,ZZ6,12,15,2,12,3284322,6,2015,1386,1,1979,949,36,35-39,5,1,0,2,0,0,2
414,12 16  1,ZZ6,12,16,1,12,3284322,6,2015,1386,2,1975,902,40,40-44,0,0,0,0,0,0,0
415,12 18  2,ZZ6,12,18,2,12,3284322,6,2015,1386,5,1985,1025,30,30-34,5,2,1,0,0,1,1
416,12 18  3,ZZ6,12,18,3,12,3284322,6,2015,1386,6,1982,990,33,30-34,8,0,1,3,1,0,3
417,12 19  2,ZZ6,12,19,2,12,3284322,6,2015,1386,10,1982,994,32,30-34,4,0,1,1,1,0,1
418,12 20  1,ZZ6,12,20,1,12,3284322,6,2015,1386,9,1976,921,38,35-39,3,1,2,0,0,0,0
419,12 20  2,ZZ6,12,20,2,12,3284322,6,2015,1386,7,1986,1039,28,25-29,4,1,2,1,0,0,0
420,12 20  6,ZZ6,12,20,6,12,3284322,6,2015,1386,10,1999,1198,15,15-19,0,0,0,0,0,0,0
421,12 21  2,ZZ6,12,21,2,12,3284322,6,2015,1386,2,1985,1022,30,30-34,6,3,1,0,1,1,0
422,12 21  8,ZZ6,12,21,8,12,3284322,6,2015,1386,4,1997,1168,18,15-19,0,0,0,0,0,0,0
423,12 22  3,ZZ6,12,22,3,12,3284322,6,2015,1386,2,1993,1118,22,20-24,0,0,0,0,0,0,0
424,12 22  5,ZZ6,12,22,5,12,3284322,6,2015,1386,4,1999,1192,16,15-19,0,0,0,0,0,0,0
425,12 24  2,ZZ6,12,24,2,12,3284322,6,2015,1386,4,1968,820,47,45-49,7,3,1,0,3,0,0
426,12 26  2,ZZ6,12,26,2,12,3284322,6,2015,1386,8,1980,968,34,30-34,5,3,2,0,0,0,0
427,12 26  8,ZZ6,12,26,8,12,3284322,6,2015,1386,3,1968,819,47,45-49,2,0,1,1,0,0,0
428,12 26  9,ZZ6,12,26,9,12,3284322,6,2015,1386,1,1997,1165,18,15-19,1,0,1,0,0,0,0
429,12 27  2,ZZ6,12,27,2,12,3284322,6,2015,1386,5,1990,1085,25,25-29,4,1,0,1,1,0,1
430,12 28  1,ZZ6,12,28,1,12,3284322,6,2015,1386,5,1983,1001,32,30-34,4,1,2,0,0,1,0
431,12 28  2,ZZ6,12,28,2,12,3284322,6,2015,1386,9,1997,1173,17,15-19,0,0,0,0,0,0,0
432,12 28  6,ZZ6,12,28,6,12,3284322,6,2015,1386,12,1975,912,39,35-39,5,4,1,0,0,0,0
433,12 30  7,ZZ6,12,30,7,12,3284322,6,2015,1386,6,1997,1170,18,15-19,1,0,0,0,0,1,0
434,12 31  2,ZZ6,12,31,2,12,3284322,6,2015,1386,5,1995,1145,20,20-24,3,0,2,0,0,1,0
435,13  1  2,ZZ6,13,1,2,13,281839,7,2015,1387,3,1970,843,45,45-49,3,0,0,0,2,0,1
436,13  2  2,ZZ6,13,2,2,13,281839,7,2015,1387,7,1982,991,33,30-34,3,2,0,0,0,1,0
437,13  2  7,ZZ6,13,2,7,13,281839,7,2015,1387,6,1991,1098,24,20-24,1,1,0,0,0,0,0
438,13  3  2,ZZ6,13,3,2,13,281839,7,2015,1387,4,1990,1084,25,25-29,6,0,4,0,0,1,1
439,13  4  2,ZZ6,13,4,2,13,281839,7,2015,1387,5,1993,1121,22,20-24,1,0,1,0,0,0,0
440,13  5  2,ZZ6,13,5,2,13,281839,7,2015,1387,11,1970,851,44,40-44,8,1,1,0,2,1,3
441,13  5  5,ZZ6,13,5,5,13,281839,7,2015,1387,4,1999,1192,16,15-19,0,0,0,0,0,0,0
442,13  7  2,ZZ6,13,7,2,13,281839,7,2015,1387,7,1994,1135,21,20-24,1,1,0,0,0,0,0
443,13  8  2,ZZ6,13,8,2,13,281839,7,2015,1387,4,1975,904,40,40-44,5,2,0,0,1,2,0
444,13  9  2,ZZ6,13,9,2,13,281839,7,2015,1387,1,1988,1057,27,25-29,0,0,0,0,0,0,0
445,13 10  2,ZZ6,13,10,2,13,281839,7,2015,1387,4,1986,1036,29,25-29,3,1,1,0,1,0,0
446,13 11  2,ZZ6,13,11,2,13,281839,7,2015,1387,4,1975,904,40,40-44,6,1,1,0,0,1,3
447,13 11  5,ZZ6,13,11,5,13,281839,7,2015,1387,3,1980,963,35,35-39,4,0,2,0,0,1,1
448,13 11  9,ZZ6,13,11,9,13,281839,7,2015,1387,5,1970,845,45,45-49,6,3,0,0,1,1,1
449,13 12  3,ZZ6,13,12,3,13,281839,7,2015,1387,3,1993,1119,22,20-24,0,0,0,0,0,0,0
