,hhid,Country code and phase,Cluster number,Household number,Respondent's line number,Ultimate area unit,Household sample weight,Month of interview,Year of interview,Date of interview,Number of household members,Number of eligible women in household,Number of eligible men in household,Number of de jure members,Number of de facto members,Number of children 5 and under (de jure),Result of household interview,Day of interview,Number of visits,Interviewer identification,Keyer identification,Ever-married sample,Primary sampling unit,Sample strata for sampling errors,Stratification used in sample design,Region,Type of place of residence,Place of residence,Household selected for male interview,Household weight for male subsample,Field supervisor,Field editor,Office editor,Number of eligible children for height and weight,Cluster altitude in meters,Total adults measured,Household selected for hemoglobin,Household selected for Domestic Violence module,Source of drinking water,Source of non-drinking water,Time to get to water source (minutes),Type of toilet facility,Has electricity,Has radio,Age of head of household
92,4  5,ZZ6,4,5,1,4,294299,8,2015,1388,5,0,0,5,5,0,completed,9,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,0,NA,0,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,pit latrine without slab/open pit,no,no,70
93,4  8,ZZ6,4,8,1,4,294299,9,2015,1389,7,1,1,7,7,0,completed,20,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,0,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,40,no facility/bush/field,no,yes,70
94,4  9,ZZ6,4,9,1,4,294299,9,2015,1389,4,1,0,4,4,2,completed,18,1,191,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,15,no facility/bush/field,no,yes,30
95,4 10,ZZ6,4,10,1,4,294299,9,2015,1389,5,1,2,5,5,1,completed,20,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,1,NA,3,selected,household selected,tube well or borehole,NA,35,pit latrine without slab/open pit,no,yes,40
96,4 11,ZZ6,4,11,1,4,294299,9,2015,1389,8,3,0,6,8,2,completed,19,1,191,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,15,pit latrine with slab,no,yes,50
97,4 12,ZZ6,4,12,1,4,294299,9,2015,1389,6,2,2,6,6,1,completed,19,1,24,14,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,1,NA,4,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,pit latrine without slab/open pit,no,yes,45
98,4 14,ZZ6,4,14,3,4,294299,9,2015,1389,5,2,0,5,5,1,completed,19,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,1,NA,2,selected,household selected,unprotected well,NA,20,pit latrine with slab,no,no,75
99,4 15,ZZ6,4,15,1,4,294299,9,2015,1389,5,2,0,5,5,1,completed,19,1,16,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,26,pit latrine with slab,no,yes,30
100,4 16,ZZ6,4,16,1,4,294299,9,2015,1389,3,1,0,3,3,1,completed,20,1,16,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,protected well,NA,25,no facility/bush/field,no,yes,28
101,4 17,ZZ6,4,17,1,4,294299,9,2015,1389,5,1,0,5,5,2,completed,18,1,16,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,15,no facility/bush/field,no,yes,40
102,4 18,ZZ6,4,18,1,4,294299,9,2015,1389,1,0,0,1,1,0,completed,19,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,0,NA,0,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,50,no facility/bush/field,no,no,65
103,4 20,ZZ6,4,20,1,4,294299,9,2015,1389,4,1,0,4,4,0,completed,20,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,protected well,NA,20,no facility/bush/field,no,yes,61
104,4 21,ZZ6,4,21,2,4,294299,9,2015,1389,5,1,0,5,5,2,completed,19,1,16,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,19,pit latrine with slab,no,yes,37
105,4 22,ZZ6,4,22,2,4,294299,9,2015,1389,3,1,0,3,3,0,completed,19,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,0,NA,1,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,40,pit latrine without slab/open pit,no,yes,67
106,4 24,ZZ6,4,24,2,4,294299,9,2015,1389,5,2,0,5,5,0,completed,20,1,191,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,not selected,0,21,12,2,0,NA,0,not selected,household selected,protected well,NA,16,no facility/bush/field,no,yes,48
107,4 26,ZZ6,4,26,1,4,294299,8,2015,1388,1,0,1,1,1,0,completed,9,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,0,NA,1,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,40,no facility/bush/field,no,yes,25
108,4 28,ZZ6,4,28,1,4,294299,9,2015,1389,4,1,1,4,4,1,completed,18,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,1,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,no facility/bush/field,no,yes,40
109,4 30,ZZ6,4,30,1,4,294299,9,2015,1389,5,2,0,5,5,1,completed,19,1,24,15,all woman sample,4,5,region 4 - rural,region 4,rural,NA,men's survey,337228,21,12,2,0,NA,2,selected,household selected,unprotected well,NA,45,pit latrine without slab/open pit,no,yes,65
110,5  1,ZZ6,5,1,2,5,561691,7,2015,1387,5,1,0,5,5,2,completed,1,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,no facility/bush/field,no,no,30
111,5  2,ZZ6,5,2,1,5,561691,7,2015,1387,7,2,1,7,7,2,completed,3,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,1,NA,3,selected,household selected,tube well or borehole,NA,5,no facility/bush/field,no,yes,39
112,5  3,ZZ6,5,3,1,5,561691,7,2015,1387,5,1,0,5,5,1,completed,1,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,no facility/bush/field,no,no,30
113,5  4,ZZ6,5,4,1,5,561691,7,2015,1387,4,0,0,4,4,0,completed,3,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,20,pit latrine with slab,no,no,53
114,5  5,ZZ6,5,5,2,5,561691,7,2015,1387,4,1,0,4,4,1,completed,3,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,20,pit latrine with slab,no,no,28
115,5  6,ZZ6,5,6,1,5,561691,7,2015,1387,1,0,0,1,1,0,completed,2,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,no facility/bush/field,no,no,70
116,5  7,ZZ6,5,7,2,5,561691,7,2015,1387,9,3,0,9,9,4,completed,4,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,3,NA,3,selected,household selected,tube well or borehole,NA,,ventilated improved pit latrine (vip),no,no,78
117,5  8,ZZ6,5,8,5,5,561691,7,2015,1387,7,2,0,7,7,0,completed,1,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,0,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,no facility/bush/field,no,no,60
118,5  9,ZZ6,5,9,1,5,561691,7,2015,1387,7,3,1,7,7,1,completed,4,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,1,NA,4,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,15,ventilated improved pit latrine (vip),yes,no,50
119,5 10,ZZ6,5,10,1,5,561691,7,2015,1387,1,0,0,1,1,0,completed,2,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,0,NA,0,selected,household selected,bottled water or sachets,NA,99,no facility/bush/field,no,no,62
120,5 11,ZZ6,5,11,2,5,561691,7,2015,1387,6,1,0,6,6,2,completed,4,2,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,8,no facility/bush/field,no,no,40
121,5 12,ZZ6,5,12,1,5,561691,7,2015,1387,3,1,1,3,3,0,completed,1,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,0,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,15,no facility/bush/field,no,yes,53
122,5 13,ZZ6,5,13,1,5,561691,7,2015,1387,1,0,0,1,1,0,completed,4,2,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,5,no facility/bush/field,no,no,35
123,5 14,ZZ6,5,14,1,5,561691,7,2015,1387,3,0,0,3,3,0,completed,4,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,8,no facility/bush/field,no,no,65
124,5 15,ZZ6,5,15,1,5,561691,7,2015,1387,7,1,1,7,7,4,completed,1,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,4,NA,2,selected,household selected,tube well or borehole,NA,5,no facility/bush/field,no,no,49
125,5 16,ZZ6,5,16,1,5,561691,7,2015,1387,2,1,0,2,2,0,completed,2,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,5,no facility/bush/field,no,yes,52
126,5 17,ZZ6,5,17,1,5,561691,7,2015,1387,6,2,1,6,6,1,completed,2,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,1,NA,3,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,5,no facility/bush/field,no,yes,40
127,5 18,ZZ6,5,18,1,5,561691,7,2015,1387,4,1,1,4,4,2,completed,4,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,1,NA,2,selected,household selected,tube well or borehole,NA,8,no facility/bush/field,no,no,34
128,5 20,ZZ6,5,20,1,5,561691,7,2015,1387,2,1,0,2,2,0,completed,2,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,0,NA,1,selected,household selected,unprotected well,NA,10,no facility/bush/field,no,yes,43
129,5 21,ZZ6,5,21,1,5,561691,7,2015,1387,3,0,0,3,3,0,completed,4,2,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,5,no facility/bush/field,no,no,37
130,5 22,ZZ6,5,22,1,5,561691,7,2015,1387,1,0,1,1,1,0,completed,3,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,0,NA,1,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,15,ventilated improved pit latrine (vip),no,no,18
131,5 23,ZZ6,5,23,1,5,561691,7,2015,1387,4,1,0,4,4,1,completed,1,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,no facility/bush/field,no,no,40
132,5 24,ZZ6,5,24,1,5,561691,7,2015,1387,5,1,0,5,5,2,completed,3,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,2,NA,1,selected,household selected,tube well or borehole,NA,20,pit latrine with slab,no,yes,75
133,5 25,ZZ6,5,25,1,5,561691,7,2015,1387,5,1,0,5,5,0,completed,3,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,15,pit latrine with slab,no,yes,35
134,5 26,ZZ6,5,26,1,5,561691,7,2015,1387,3,1,0,3,3,2,completed,2,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,2,NA,1,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,no facility/bush/field,no,no,26
135,5 27,ZZ6,5,27,1,5,561691,7,2015,1387,2,1,1,2,2,0,completed,3,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,0,NA,2,selected,household selected,tube well or borehole,NA,3,no facility/bush/field,no,no,38
136,5 28,ZZ6,5,28,3,5,561691,7,2015,1387,3,1,0,3,3,1,completed,4,1,186,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,10,pit latrine without slab/open pit,no,yes,54
137,5 29,ZZ6,5,29,1,5,561691,7,2015,1387,9,1,0,9,9,2,completed,2,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,no facility/bush/field,no,no,65
138,5 30,ZZ6,5,30,1,5,561691,7,2015,1387,6,2,0,6,6,1,completed,3,1,185,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,not selected,0,181,182,6,0,NA,0,not selected,household selected,tube well or borehole,NA,20,pit latrine with slab,no,yes,45
139,5 31,ZZ6,5,31,1,5,561691,7,2015,1387,7,1,1,7,7,2,completed,3,1,184,17,all woman sample,5,16,region 2 - rural,region 2,rural,NA,men's survey,644968,181,182,6,2,NA,2,selected,household selected,tube well or borehole,NA,8,no facility/bush/field,no,no,40
140,6  1,ZZ6,6,1,1,6,1846709,6,2015,1386,6,1,0,6,6,2,completed,27,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,protected well,NA,5,ventilated improved pit latrine (vip),no,yes,52
141,6  3,ZZ6,6,3,1,6,1846709,6,2015,1386,9,2,0,9,8,5,completed,27,1,135,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,pit latrine without slab/open pit,no,yes,35
142,6  4,ZZ6,6,4,1,6,1846709,6,2015,1386,5,2,1,5,5,1,completed,25,1,135,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,1,NA,3,selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,yes,24
143,6  5,ZZ6,6,5,1,6,1846709,6,2015,1386,10,2,4,10,10,1,completed,27,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,0,NA,6,selected,household selected,protected well,NA,2,pit latrine without slab/open pit,no,no,60
144,6  6,ZZ6,6,6,1,6,1846709,6,2015,1386,7,1,0,7,7,0,completed,26,1,136,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,protected well,NA,5,pit latrine without slab/open pit,no,yes,60
145,6  7,ZZ6,6,7,1,6,1846709,6,2015,1386,6,2,1,6,6,2,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,2,NA,3,selected,household selected,tube well or borehole,NA,8,pit latrine without slab/open pit,no,yes,30
146,6  8,ZZ6,6,8,1,6,1846709,6,2015,1386,9,2,0,9,9,2,completed,25,1,135,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,pit latrine without slab/open pit,no,yes,39
147,6  9,ZZ6,6,9,1,6,1846709,6,2015,1386,2,1,1,2,2,0,completed,27,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,0,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,19,ventilated improved pit latrine (vip),no,no,21
148,6 10,ZZ6,6,10,1,6,1846709,6,2015,1386,2,1,0,2,2,1,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,0,NA,1,selected,household selected,unprotected well,NA,9,ventilated improved pit latrine (vip),no,no,37
149,6 11,ZZ6,6,11,1,6,1846709,6,2015,1386,8,2,1,8,8,2,completed,27,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,2,NA,3,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,5,pit latrine without slab/open pit,no,no,73
150,6 12,ZZ6,6,12,1,6,1846709,6,2015,1386,8,2,0,8,8,2,completed,25,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,pit latrine without slab/open pit,no,yes,42
151,6 13,ZZ6,6,13,1,6,1846709,6,2015,1386,7,2,0,7,7,2,completed,25,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,unprotected spring,NA,30,pit latrine with slab,no,yes,38
152,6 14,ZZ6,6,14,1,6,1846709,6,2015,1386,2,1,0,2,2,0,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,131,132,1,0,NA,0,not selected,household selected,unprotected well,NA,5,pit latrine without slab/open pit,no,yes,20
153,6 15,ZZ6,6,15,1,6,1846709,6,2015,1386,3,1,1,3,3,1,completed,25,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,1,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,5,ventilated improved pit latrine (vip),no,no,30
154,6 16,ZZ6,6,16,1,6,1846709,6,2015,1386,8,2,1,8,8,2,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,2,NA,3,selected,household selected,protected well,NA,10,pit latrine without slab/open pit,no,no,54
155,6 17,ZZ6,6,17,1,6,1846709,6,2015,1386,5,2,0,5,5,1,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,protected well,NA,0,pit latrine with slab,no,yes,22
156,6 18,ZZ6,6,18,1,6,1846709,6,2015,1386,3,1,0,3,3,1,completed,25,1,136,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,1,NA,1,selected,household selected,unprotected spring,NA,120,pit latrine without slab/open pit,no,yes,36
157,6 19,ZZ6,6,19,1,6,1846709,6,2015,1386,3,1,0,3,3,0,completed,27,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,7,ventilated improved pit latrine (vip),no,no,40
158,6 20,ZZ6,6,20,1,6,1846709,6,2015,1386,3,1,0,3,3,1,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,1,NA,1,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,ventilated improved pit latrine (vip),no,no,47
159,6 21,ZZ6,6,21,1,6,1846709,6,2015,1386,7,2,0,7,7,3,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,protected spring,NA,25,pit latrine with slab,no,yes,37
160,6 22,ZZ6,6,22,1,6,1846709,6,2015,1386,4,1,0,4,4,2,completed,27,1,136,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,unprotected spring,NA,60,pit latrine without slab/open pit,no,no,28
161,6 23,ZZ6,6,23,1,6,1846709,6,2015,1386,5,1,1,5,5,1,completed,26,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,men's survey,2121209,91,222,1,1,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,25,pit latrine without slab/open pit,no,yes,37
162,6 24,ZZ6,6,24,1,6,1846709,6,2015,1386,4,1,0,4,4,0,completed,25,1,134,24,all woman sample,6,9,region 1 - rural,region 1,rural,NA,not selected,0,91,222,1,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,20,pit latrine with slab,no,yes,45
